"date","site","heure_obs","fraction","nom_sci","abondance","largeur_riviere","profondeur_riviere","vitesse_courant","transparence_eau","temperature_eau_c","ID_observation","id_date","abondance_totale","famille"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Hydatophylax | Pycnopsyche",1,3.86,0.26,2.644,"élevée",10.8,12,0,480.000000000001,"Limnephilidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Dolophilodes",6,3.86,0.26,2.644,"élevée",10.8,13,0,2880,"Philopotamidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Rhyacophila",1,3.86,0.26,2.644,"élevée",10.8,14,0,480.000000000001,"Rhyacophilidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Paracapnia",1,3.86,0.26,2.644,"élevée",10.8,15,0,480.000000000001,"Capniidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Sweltsa",7,3.86,0.26,2.644,"élevée",10.8,16,0,3360.00000000001,"Chloroperlidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Leuctra",1,3.86,0.26,2.644,"élevée",10.8,17,0,480.000000000001,"Leuctridae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Acroneuria",5,3.86,0.26,2.644,"élevée",10.8,18,0,2400,"Perlidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Isoperla",1,3.86,0.26,2.644,"élevée",10.8,19,0,480.000000000001,"Perlodidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Probezzia",2,3.86,0.26,2.644,"élevée",10.8,20,0,960.000000000001,"Ceratopogonidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Ceratopogon",1,3.86,0.26,2.644,"élevée",10.8,21,0,480.000000000001,"Ceratopogonidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Tanytarsini",38,3.86,0.26,2.644,"élevée",10.8,22,0,18240,"Chironomidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Orthocladiinae",13,3.86,0.26,2.644,"élevée",10.8,23,0,6240.00000000001,"Chironomidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Pentaneurini",4,3.86,0.26,2.644,"élevée",10.8,24,0,1920,"Chironomidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Hemerodromia",2,3.86,0.26,2.644,"élevée",10.8,25,0,960.000000000001,"Empididae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Simulium",1,3.86,0.26,2.644,"élevée",10.8,26,0,480.000000000001,"Simuliidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Antocha",1,3.86,0.26,2.644,"élevée",10.8,27,0,480.000000000001,"Limoniidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Dicranota",1,3.86,0.26,2.644,"élevée",10.8,28,0,480.000000000001,"Pediciidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Hexatoma",2,3.86,0.26,2.644,"élevée",10.8,29,0,960.000000000001,"Limoniidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Tipula",1,3.86,0.26,2.644,"élevée",10.8,30,0,480.000000000001,"Tipulidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Promoresia",3,3.86,0.26,2.644,"élevée",10.8,31,0,1440,"Empididae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Boyeria",5,3.86,0.26,2.644,"élevée",10.8,32,0,2400,"Aeshnidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Cordulegaster",3,3.86,0.26,2.644,"élevée",10.8,33,0,1440,"Gomphidae"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Acari",7,3.86,0.26,2.644,"élevée",10.8,34,0,3360.00000000001,"Acari"
"2021-10-01","100_92_R01","10:00:00",0.208333333333333,"Pisidium",12,3.86,0.26,2.644,"élevée",10.8,35,0,5760.00000000001,"Sphaeriidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Ephemerella",19,13.4,0.23,0.748,"faible",15.4,36,1,30400,"Ephemerellidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Eurylophella",7,13.4,0.23,0.748,"faible",15.4,37,1,11200,"Ephemerellidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Epeorus",11,13.4,0.23,0.748,"faible",15.4,38,1,17600,"Heptageniidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Leucrocuta",8,13.4,0.23,0.748,"faible",15.4,39,1,12800,"Heptageniidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Maccaffertium",4,13.4,0.23,0.748,"faible",15.4,40,1,6400,"Heptageniidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Rhithrogena",1,13.4,0.23,0.748,"faible",15.4,41,1,1600,"Heptageniidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Leptophlebiidae",12,13.4,0.23,0.748,"faible",15.4,42,1,19200,"Leptophlebiidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Hydropsychidae",1,13.4,0.23,0.748,"faible",15.4,43,1,1600,"Hydropsychidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Ceratopsyche",13,13.4,0.23,0.748,"faible",15.4,44,1,20800,"Hydropsychidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Cheumatopsyche",1,13.4,0.23,0.748,"faible",15.4,45,1,1600,"Hydropsychidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Lepidostoma",29,13.4,0.23,0.748,"faible",15.4,46,1,46400,"Lepidostomatidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Ceraclea",2,13.4,0.23,0.748,"faible",15.4,47,1,3200,"Leptoceridae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Limnephilidae",1,13.4,0.23,0.748,"faible",15.4,48,1,1600,"Limnephilidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Hydatophylax | Pycnopsyche",2,13.4,0.23,0.748,"faible",15.4,49,1,3200,"Limnephilidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Dolophilodes",6,13.4,0.23,0.748,"faible",15.4,50,1,9600,"Philopotamidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Polycentropus",3,13.4,0.23,0.748,"faible",15.4,51,1,4800,"Polycentropodidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Isoperla",2,13.4,0.23,0.748,"faible",15.4,52,1,3200,"Perlodidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Taeniopteryx",2,13.4,0.23,0.748,"faible",15.4,53,1,3200,"Taeniopterygidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Atherix",3,13.4,0.23,0.748,"faible",15.4,54,1,4800,"Athericidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Probezzia",1,13.4,0.23,0.748,"faible",15.4,55,1,1600,"Ceratopogonidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Chironomidae",3,13.4,0.23,0.748,"faible",15.4,56,1,4800,"Chironomidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Chironomini",31,13.4,0.23,0.748,"faible",15.4,57,1,49600,"Chironomidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Tanytarsini",23,13.4,0.23,0.748,"faible",15.4,58,1,36800,"Chironomidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Orthocladiinae",7,13.4,0.23,0.748,"faible",15.4,59,1,11200,"Chironomidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Pentaneurini",3,13.4,0.23,0.748,"faible",15.4,60,1,4800,"Chironomidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Hemerodromia",4,13.4,0.23,0.748,"faible",15.4,61,1,6400,"Empididae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Simulium",3,13.4,0.23,0.748,"faible",15.4,62,1,4800,"Simuliidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Cordulegaster",1,13.4,0.23,0.748,"faible",15.4,63,1,1600,"Gomphidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Corduliidae",1,13.4,0.23,0.748,"faible",15.4,64,1,1600,"Corduliidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Gomphidae",5,13.4,0.23,0.748,"faible",15.4,65,1,8000,"Gomphidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Pisidium",3,13.4,0.23,0.748,"faible",15.4,66,1,4800,"Sphaeriidae"
"2019-09-21","105_101_R01","15:05:00",0.0625,"Oligochaeta",20,13.4,0.23,0.748,"faible",15.4,67,1,32000,"Oligochaeta"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Baetis",3,5,0.5,0.786,"moyenne",NA,68,2,7199.99999999999,"Ephemerellidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Ephemerella",13,5,0.5,0.786,"moyenne",NA,69,2,31200,"Ephemerellidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Eurylophella",1,5,0.5,0.786,"moyenne",NA,70,2,2400,"Ephemerellidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Epeorus",3,5,0.5,0.786,"moyenne",NA,71,2,7199.99999999999,"Heptageniidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Leucrocuta",2,5,0.5,0.786,"moyenne",NA,72,2,4800,"Heptageniidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Maccaffertium",13,5,0.5,0.786,"moyenne",NA,73,2,31200,"Heptageniidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Isonychia",3,5,0.5,0.786,"moyenne",NA,74,2,7199.99999999999,"Isonychiidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Leptophlebiidae",2,5,0.5,0.786,"moyenne",NA,75,2,4800,"Leptophlebiidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Micrasema",2,5,0.5,0.786,"moyenne",NA,76,2,4800,"Brachycentridae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Glossosoma",1,5,0.5,0.786,"moyenne",NA,77,2,2400,"Glossosomatidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Goera",1,5,0.5,0.786,"moyenne",NA,78,2,2400,"Goeridae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Helicopsyche",1,5,0.5,0.786,"moyenne",NA,79,2,2400,"Helicopsychidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Hydropsychidae",3,5,0.5,0.786,"moyenne",NA,80,2,7199.99999999999,"Hydropsychidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Ceratopsyche",25,5,0.5,0.786,"moyenne",NA,81,2,60000,"Hydropsychidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Cheumatopsyche",2,5,0.5,0.786,"moyenne",NA,82,2,4800,"Hydropsychidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Lepidostoma",4,5,0.5,0.786,"moyenne",NA,83,2,9599.99999999999,"Lepidostomatidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Chimarra",5,5,0.5,0.786,"moyenne",NA,84,2,12000,"Philopotamidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Dolophilodes",7,5,0.5,0.786,"moyenne",NA,85,2,16800,"Philopotamidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Rhyacophila",1,5,0.5,0.786,"moyenne",NA,86,2,2400,"Rhyacophilidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Leuctra",1,5,0.5,0.786,"moyenne",NA,87,2,2400,"Leuctridae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Acroneuria",3,5,0.5,0.786,"moyenne",NA,88,2,7199.99999999999,"Perlidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Paragnetina",1,5,0.5,0.786,"moyenne",NA,89,2,2400,"Perlidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Taeniopteryx",1,5,0.5,0.786,"moyenne",NA,90,2,2400,"Taeniopterygidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Atherix",2,5,0.5,0.786,"moyenne",NA,91,2,4800,"Athericidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Probezzia",1,5,0.5,0.786,"moyenne",NA,92,2,2400,"Ceratopogonidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Chironomini",1,5,0.5,0.786,"moyenne",NA,93,2,2400,"Chironomidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Tanytarsini",13,5,0.5,0.786,"moyenne",NA,94,2,31200,"Chironomidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Orthocladiinae",5,5,0.5,0.786,"moyenne",NA,95,2,12000,"Chironomidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Pentaneurini",3,5,0.5,0.786,"moyenne",NA,96,2,7199.99999999999,"Chironomidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Hemerodromia",2,5,0.5,0.786,"moyenne",NA,97,2,4800,"Empididae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Optioservus",1,5,0.5,0.786,"moyenne",NA,98,2,2400,"Elmidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Promoresia",3,5,0.5,0.786,"moyenne",NA,99,2,7199.99999999999,"Empididae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Boyeria",2,5,0.5,0.786,"moyenne",NA,100,2,4800,"Aeshnidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Ophiogomphus",1,5,0.5,0.786,"moyenne",NA,101,2,2400,"Gomphidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Acari",1,5,0.5,0.786,"moyenne",NA,102,2,2400,"Acari"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Pisidium",115,5,0.5,0.786,"moyenne",NA,103,2,276000,"Sphaeriidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Sphaerium",10,5,0.5,0.786,"moyenne",NA,104,2,24000,"Sphaeriidae"
"2020-09-17","108_119_R01","13h00.00",0.0416666666666667,"Oligochaeta",1,5,0.5,0.786,"moyenne",NA,105,2,2400,"Oligochaeta"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Plauditus",1,10,0.35,0.336,"moyenne",13.1,106,3,3200,"Chironomidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Ephemerella",8,10,0.35,0.336,"moyenne",13.1,107,3,25600,"Ephemerellidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Eurylophella",2,10,0.35,0.336,"moyenne",13.1,108,3,6400,"Ephemerellidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Heptageniidae",1,10,0.35,0.336,"moyenne",13.1,109,3,3200,"Heptageniidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Epeorus",8,10,0.35,0.336,"moyenne",13.1,110,3,25600,"Heptageniidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Leucrocuta",21,10,0.35,0.336,"moyenne",13.1,111,3,67200,"Heptageniidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Maccaffertium",5,10,0.35,0.336,"moyenne",13.1,112,3,16000,"Heptageniidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Leptophlebiidae",14,10,0.35,0.336,"moyenne",13.1,113,3,44800,"Leptophlebiidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Glossosoma",3,10,0.35,0.336,"moyenne",13.1,114,3,9600,"Glossosomatidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Ceratopsyche",6,10,0.35,0.336,"moyenne",13.1,115,3,19200,"Hydropsychidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Lepidostoma",12,10,0.35,0.336,"moyenne",13.1,116,3,38400,"Lepidostomatidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Chimarra",9,10,0.35,0.336,"moyenne",13.1,117,3,28800,"Philopotamidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Dolophilodes",3,10,0.35,0.336,"moyenne",13.1,118,3,9600,"Philopotamidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Neureclipsis",2,10,0.35,0.336,"moyenne",13.1,119,3,6400,"Polycentropodidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Polycentropus",3,10,0.35,0.336,"moyenne",13.1,120,3,9600,"Polycentropodidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Paracapnia",1,10,0.35,0.336,"moyenne",13.1,121,3,3200,"Capniidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Alloperla",1,10,0.35,0.336,"moyenne",13.1,122,3,3200,"Chloroperlidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Leuctra",4,10,0.35,0.336,"moyenne",13.1,123,3,12800,"Leuctridae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Acroneuria",6,10,0.35,0.336,"moyenne",13.1,124,3,19200,"Perlidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Paragnetina",2,10,0.35,0.336,"moyenne",13.1,125,3,6400,"Perlidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Probezzia",3,10,0.35,0.336,"moyenne",13.1,126,3,9600,"Ceratopogonidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Chironomini",8,10,0.35,0.336,"moyenne",13.1,127,3,25600,"Chironomidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Tanytarsini",18,10,0.35,0.336,"moyenne",13.1,128,3,57600,"Chironomidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Orthocladiinae",7,10,0.35,0.336,"moyenne",13.1,129,3,22400,"Chironomidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Pentaneurini",1,10,0.35,0.336,"moyenne",13.1,130,3,3200,"Chironomidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Hemerodromia",3,10,0.35,0.336,"moyenne",13.1,131,3,9600,"Empididae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Neoplasta",1,10,0.35,0.336,"moyenne",13.1,132,3,3200,"Hydropsychidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Simulium",1,10,0.35,0.336,"moyenne",13.1,133,3,3200,"Simuliidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Promoresia",3,10,0.35,0.336,"moyenne",13.1,134,3,9600,"Empididae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Stenelmis",8,10,0.35,0.336,"moyenne",13.1,135,3,25600,"Elmidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Boyeria",2,10,0.35,0.336,"moyenne",13.1,136,3,6400,"Aeshnidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Gomphidae",1,10,0.35,0.336,"moyenne",13.1,137,3,3200,"Gomphidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Ophiogomphus",2,10,0.35,0.336,"moyenne",13.1,138,3,6400,"Gomphidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Pisidium",56,10,0.35,0.336,"moyenne",13.1,139,3,179200,"Sphaeriidae"
"2021-09-13","113_113_R01","12:30:00",0.03125,"Oligochaeta",9,10,0.35,0.336,"moyenne",13.1,140,3,28800,"Oligochaeta"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Acerpenna",2,15,0.3,NA,"moyenne",13.6,141,4,4800,"Baetidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Plauditus",1,15,0.3,NA,"moyenne",13.6,142,4,2400,"Chironomidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Ephemerella",29,15,0.3,NA,"moyenne",13.6,143,4,69599.9999999999,"Ephemerellidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Eurylophella",1,15,0.3,NA,"moyenne",13.6,144,4,2400,"Ephemerellidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Serratella",20,15,0.3,NA,"moyenne",13.6,145,4,48000,"Ephemerellidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Epeorus",1,15,0.3,NA,"moyenne",13.6,146,4,2400,"Heptageniidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Leucrocuta",1,15,0.3,NA,"moyenne",13.6,147,4,2400,"Heptageniidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Maccaffertium",3,15,0.3,NA,"moyenne",13.6,148,4,7199.99999999999,"Heptageniidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Micrasema",8,15,0.3,NA,"moyenne",13.6,149,4,19200,"Brachycentridae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Ceratopsyche",16,15,0.3,NA,"moyenne",13.6,150,4,38400,"Hydropsychidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Hydroptila",4,15,0.3,NA,"moyenne",13.6,151,4,9599.99999999999,"Hydroptilidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Lepidostoma",6,15,0.3,NA,"moyenne",13.6,152,4,14400,"Lepidostomatidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Mystacides",1,15,0.3,NA,"moyenne",13.6,153,4,2400,"Leptoceridae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Dolophilodes",1,15,0.3,NA,"moyenne",13.6,154,4,2400,"Philopotamidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Rhyacophila",2,15,0.3,NA,"moyenne",13.6,155,4,4800,"Rhyacophilidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Leuctra",1,15,0.3,NA,"moyenne",13.6,156,4,2400,"Leuctridae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Isoperla",1,15,0.3,NA,"moyenne",13.6,157,4,2400,"Perlodidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Taeniopteryx",4,15,0.3,NA,"moyenne",13.6,158,4,9599.99999999999,"Taeniopterygidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Atherix",1,15,0.3,NA,"moyenne",13.6,159,4,2400,"Athericidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Probezzia",2,15,0.3,NA,"moyenne",13.6,160,4,4800,"Ceratopogonidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Chironomini",4,15,0.3,NA,"moyenne",13.6,161,4,9599.99999999999,"Chironomidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Tanytarsini",11,15,0.3,NA,"moyenne",13.6,162,4,26400,"Chironomidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Orthocladiinae",38,15,0.3,NA,"moyenne",13.6,163,4,91199.9999999999,"Chironomidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Pentaneurini",2,15,0.3,NA,"moyenne",13.6,164,4,4800,"Chironomidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Hemerodromia",4,15,0.3,NA,"moyenne",13.6,165,4,9599.99999999999,"Empididae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Simulium",2,15,0.3,NA,"moyenne",13.6,166,4,4800,"Simuliidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Pseudolimnophila",1,15,0.3,NA,"moyenne",13.6,167,4,2400,"Limoniidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Tipula",1,15,0.3,NA,"moyenne",13.6,168,4,2400,"Tipulidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Promoresia",32,15,0.3,NA,"moyenne",13.6,169,4,76799.9999999999,"Empididae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Boyeria",1,15,0.3,NA,"moyenne",13.6,170,4,2400,"Aeshnidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Pisidium",39,15,0.3,NA,"moyenne",13.6,171,4,93599.9999999999,"Sphaeriidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Sphaerium",4,15,0.3,NA,"moyenne",13.6,172,4,9599.99999999999,"Sphaeriidae"
"2021-09-22","122_111_R01","14:15:00",0.0416666666666667,"Oligochaeta",2,15,0.3,NA,"moyenne",13.6,173,4,4800,"Oligochaeta"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Baetis",1,8.75,0.34,0.94,"moyenne",17,174,5,564.705882352942,"Ephemerellidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Ephemerella",12,8.75,0.34,0.94,"moyenne",17,175,5,6776.47058823531,"Ephemerellidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Serratella",6,8.75,0.34,0.94,"moyenne",17,176,5,3388.23529411765,"Ephemerellidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Heptageniidae",1,8.75,0.34,0.94,"moyenne",17,177,5,564.705882352942,"Heptageniidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Epeorus",16,8.75,0.34,0.94,"moyenne",17,178,5,9035.29411764708,"Heptageniidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Leucrocuta",3,8.75,0.34,0.94,"moyenne",17,179,5,1694.11764705883,"Heptageniidae"
"2021-10-14","122_84_R01","11:30:00",0.177083333333333,"Maccaffertium",7,8.75,0.34,0.94,"moyenne",17,180,5,3952.9411764706,"Heptageniidae"
